,scaling factor,time (sec),accel = sin(t/tscale)*ascale,sine argument,vel = (-cos(t/tscale)+1)*vscale,RR vel (m/s),err vel,pos = (-tscale(sin(t/tscale))+t)*vscale,RR pos (meters),error vel,error pos,time (min),vel Km/hr,pos Km,,,,,,,,,,,,,,,,,
,,1038.0000000,-0.109610781040198,3.6233035,127.842687036783000,127.787751835871000,0.0549352,79349.107534046200000,79476.832983935300000,0.0549352,127.7328166,17.3000000,460.0359066,79.4768330,,,,,,,,,,,,,,,,,
,,1039.0000000,-0.110341984474664,3.6267942,127.732710542356000,127.677409851397000,0.0553007,79476.895293769400000,79604.510393786700000,0.0553007,127.6221092,17.3166667,459.6386755,79.6045104,,,,,,,,,,,,,,,,,
,,1040.0000000,-0.111071843426872,3.6302848,127.622003515994000,127.566338007970000,0.0556655,79604.572711620100000,79732.076731794700000,0.0556655,127.5106725,17.3333333,459.2388168,79.7320767,,,,,,,,,,,,,,,,,
,,1041.0000000,-0.111800349003719,3.6337755,127.510567306627000,127.454537658966000,0.0560296,79732.139057740200000,79859.531269453700000,0.0560296,127.3985080,17.3500000,458.8363356,79.8595313,,,,,,,,,,,,,,,,,
,,1042.0000000,-0.112527492328596,3.6372662,127.398403272071000,127.342010166637000,0.0563931,79859.593603624900000,79986.873279620300000,0.0563931,127.2856171,17.3666667,458.4312366,79.9868733,,,,,,,,,,,,,,,,,
,,1043.0000000,-0.113253264541490,3.6407568,127.285512779008000,127.228756902096000,0.0567559,79986.935622131500000,80114.102036522400000,0.0567559,127.1720010,17.3833333,458.0235248,80.1141020,,,,,,,,,,,,,,,,,
,,1044.0000000,-0.113977656799097,3.6442475,127.171897202973000,127.114779245297000,0.0571180,80114.164387488500000,80241.216815767700000,0.0571180,127.0576613,17.4000000,457.6132053,80.2412168,,,,,,,,,,,,,,,,,
,,1045.0000000,-0.114700660274924,3.6477381,127.057557928337000,127.000078585022000,0.0574793,80241.279175304400000,80368.216894352700000,0.0574793,126.9425992,17.4166667,457.2002829,80.3682169,,,,,,,,,,,,,,,,,
,,1046.0000000,-0.115422266159404,3.6512288,126.942496348287000,126.884656318862000,0.0578400,80368.279262576600000,80495.101550671600000,0.0578400,126.8268163,17.4333333,456.7847627,80.4951016,,,,,,,,,,,,,,,,,
,,1047.0000000,-0.116142465659995,3.6547195,126.826713864813000,126.768513853202000,0.0582000,80495.163927699800000,80621.870064524800000,0.0582000,126.7103138,17.4500000,456.3666499,80.6218701,,,,,,,,,,,,,,,,,
,,1048.0000000,-0.116861250001295,3.6582101,126.710211888687000,126.651652603201000,0.0585593,80621.932450475200000,80748.521717128000000,0.0585593,126.5930933,17.4666667,455.9459494,80.7485217,,,,,,,,,,,,,,,,,
,,1049.0000000,-0.117578610425142,3.6617008,126.592991839450000,126.534073992776000,0.0589178,80748.584112119300000,80875.055791120800000,0.0589178,126.4751561,17.4833333,455.5226664,80.8750558,,,,,,,,,,,,,,,,,
,,1050.0000000,-0.118294538190727,3.6651914,126.475055145390000,126.415779454585000,0.0592757,80875.118195272400000,81001.471570575300000,0.0592757,126.3565038,17.5000000,455.0968060,81.0014716,,,,,,,,,,,,,,,,,
,,1051.0000000,-0.119009024574696,3.6686821,126.356403243529000,126.296770430011000,0.0596328,81001.533984007400000,81127.768341005400000,0.0596328,126.2371376,17.5166667,454.6683735,81.1277683,,,,,,,,,,,,,,,,,
,,1052.0000000,-0.119722060871257,3.6721727,126.237037579603000,126.177048369139000,0.0599892,81127.830763838700000,81253.945389374500000,0.0599892,126.1170592,17.5333333,454.2373741,81.2539454,,,,,,,,,,,,,,,,,
,,1053.0000000,-0.120433638392288,3.6756634,126.116959608045000,126.056614730747000,0.0603449,81254.007821730700000,81380.002004105200000,0.0603449,125.9962699,17.5500000,453.8038130,81.3800020,,,,,,,,,,,,,,,,,
,,1054.0000000,-0.121143748467442,3.6791541,125.996170791967000,125.935470982280000,0.0606998,81380.064446106500000,81505.937475087500000,0.0606998,125.8747712,17.5666667,453.3676955,81.5059375,,,,,,,,,,,,,,,,,
,,1055.0000000,-0.121852382444252,3.6826447,125.874672603143000,125.813618599835000,0.0610540,81505.999926856900000,81631.751093687300000,0.0610540,125.7525646,17.5833333,452.9290270,81.6317511,,,,,,,,,,,,,,,,,
,,1056.0000000,-0.122559531688236,3.6861354,125.752466521990000,125.691059068147000,0.0614075,81631.813555348600000,81757.442152755500000,0.0614075,125.6296516,17.6000000,452.4878126,81.7574422,,,,,,,,,,,,,,,,,
,,1057.0000000,-0.123265187583003,3.6896260,125.629554037550000,125.567793880564000,0.0617602,81757.504624433000000,81883.009946636100000,0.0617602,125.5060337,17.6166667,452.0440580,81.8830099,,,,,,,,,,,,,,,,,
,,1058.0000000,-0.123969341530360,3.6931167,125.505936647473000,125.443824539034000,0.0621121,81883.072428455100000,82008.453771175100000,0.0621121,125.3817124,17.6333333,451.5977683,82.0084538,,,,,,,,,,,,,,,,,
,,1059.0000000,-0.124671984950413,3.6966074,125.381615857999000,125.319152554083000,0.0624633,82008.516263261400000,82133.772923729200000,0.0624633,125.2566893,17.6500000,451.1489492,82.1337729,,,,,,,,,,,,,,,,,
,,1060.0000000,-0.125373109281674,3.7000980,125.256593183936000,125.193779444802000,0.0628137,82133.835426209400000,82258.966703174000000,0.0628137,125.1309657,17.6666667,450.6976060,82.2589667,,,,,,,,,,,,,,,,,
,,1061.0000000,-0.126072705981163,3.7035887,125.130870148646000,125.067706738821000,0.0631634,82259.029216175500000,82384.034409912800000,0.0631634,125.0045433,17.6833333,450.2437443,82.3840344,,,,,,,,,,,,,,,,,
,,1062.0000000,-0.126770766524515,3.7070793,125.004448284026000,124.940935972296000,0.0635123,82384.096933563500000,82508.975345885100000,0.0635123,124.8774237,17.7000000,449.7873695,82.5089753,,,,,,,,,,,,,,,,,
,,1063.0000000,-0.127467282406085,3.7105700,124.877329130485000,124.813468689890000,0.0638604,82509.037880313800000,82633.788814575000000,0.0638604,124.7496082,17.7166667,449.3284873,82.6337888,,,,,,,,,,,,,,,,,
,,1064.0000000,-0.128162245139044,3.7140606,124.749514236930000,124.685306444751000,0.0642078,82633.851359911100000,82758.474121019700000,0.0642078,124.6210987,17.7333333,448.8671032,82.7584741,,,,,,,,,,,,,,,,,
,,1065.0000000,-0.128855646255492,3.7175513,124.621005160746000,124.556450798495000,0.0645544,82758.536677393300000,82883.030571818200000,0.0645544,124.4918964,17.7500000,448.4032229,82.8830306,,,,,,,,,,,,,,,,,
,,1066.0000000,-0.129547477306554,3.7210420,124.491803467774000,124.426903321189000,0.0649001,82883.093139360200000,83007.457475139400000,0.0649001,124.3620032,17.7666667,447.9368520,83.0074575,,,,,,,,,,,,,,,,,
,,1067.0000000,-0.130237729862488,3.7245326,124.361910732298000,124.296665591326000,0.0652451,83007.520053981300000,83131.754140730700000,0.0652451,124.2314205,17.7833333,447.4679961,83.1317541,,,,,,,,,,,,,,,,,
,,1068.0000000,-0.130926395512785,3.7280233,124.231328537018000,124.165739195814000,0.0655893,83131.816731004800000,83255.919879926600000,0.0655893,124.1001499,17.8000000,446.9966611,83.2559199,,,,,,,,,,,,,,,,,
,,1069.0000000,-0.131613465866270,3.7315139,124.100058473038000,124.034125729947000,0.0659327,83255.982481765700000,83379.954005656500000,0.0659327,123.9681930,17.8166667,446.5228526,83.3799540,,,,,,,,,,,,,,,,,
,,1070.0000000,-0.132298932551208,3.7350046,123.968102139842000,123.901826797396000,0.0662753,83380.016619194300000,83503.855832453900000,0.0662753,123.8355515,17.8333333,446.0465765,83.5038558,,,,,,,,,,,,,,,,,
,,1071.0000000,-0.132982787215403,3.7384953,123.835461145276000,123.768844010181000,0.0666171,83503.918457824800000,83627.624676464100000,0.0666171,123.7022269,17.8500000,445.5678384,83.6276247,,,,,,,,,,,,,,,,,
,,1072.0000000,-0.133665021526304,3.7419859,123.702137105529000,123.635178988654000,0.0669581,83627.687313803100000,83751.259855452700000,0.0669581,123.5682209,17.8666667,445.0866444,83.7512599,,,,,,,,,,,,,,,,,
,,1073.0000000,-0.134345627171099,3.7454766,123.568131645112000,123.500833361483000,0.0672983,83751.322504895500000,83874.760688814200000,0.0672983,123.4335351,17.8833333,444.6030001,83.8747607,,,,,,,,,,,,,,,,,
,,1074.0000000,-0.135024595856824,3.7489672,123.433446396840000,123.365808765626000,0.0676376,83874.823350497200000,83998.126497579800000,0.0676376,123.2981711,17.9000000,444.1169116,83.9981265,,,,,,,,,,,,,,,,,
,,1075.0000000,-0.135701919310460,3.7524579,123.298083001810000,123.230106846316000,0.0679762,83998.189171640200000,84121.356604426200000,0.0679762,123.1621307,17.9166667,443.6283846,84.1213566,,,,,,,,,,,,,,,,,
,,1076.0000000,-0.136377589279034,3.7559486,123.162043109381000,123.093729257037000,0.0683139,84121.419291001600000,84244.450333683200000,0.0683139,123.0254154,17.9333333,443.1374253,84.2444503,,,,,,,,,,,,,,,,,
,,1077.0000000,-0.137051597529720,3.7594392,123.025328377158000,122.956677659507000,0.0686507,84244.513032912300000,84367.407011342700000,0.0686507,122.8880269,17.9500000,442.6440396,84.3674070,,,,,,,,,,,,,,,,,
,,1078.0000000,-0.137723935849942,3.7629299,122.887940470965000,122.818953723657000,0.0689867,84367.469723364500000,84490.225965066300000,0.0689867,122.7499670,17.9666667,442.1482334,84.4902260,,,,,,,,,,,,,,,,,
,,1079.0000000,-0.138394596047468,3.7664205,122.749881064832000,122.680559127610000,0.0693219,84490.288690020800000,84612.906524194000000,0.0693219,122.6112372,17.9833333,441.6500129,84.6129065,,,,,,,,,,,,,,,,,
,,1080.0000000,-0.139063569950516,3.7699112,122.611151840969000,122.541495557659000,0.0696563,84612.969262221500000,84735.448019751600000,0.0696563,122.4718393,18.0000000,441.1493840,84.7354480,,,,,,,,,,,,,,,,,
,,1081.0000000,-0.139730849407850,3.7734018,122.471754489747000,122.401764708251000,0.0699898,84735.510770993500000,84857.849784459900000,0.0699898,122.3317749,18.0166667,440.6463529,84.8578498,,,,,,,,,,,,,,,,,
,,1082.0000000,-0.140396426288880,3.7768925,122.331690709679000,122.261368281963000,0.0703224,84857.912549058000000,84980.111152741800000,0.0703224,122.1910459,18.0333333,440.1409258,84.9801112,,,,,,,,,,,,,,,,,
,,1083.0000000,-0.141060292483763,3.7803832,122.190962207398000,122.120307989479000,0.0706542,84980.173930838700000,85102.231460731300000,0.0706542,122.0496538,18.0500000,439.6331088,85.1022315,,,,,,,,,,,,,,,,,
,,1084.0000000,-0.141722439903497,3.7838738,122.049570697637000,121.978585549575000,0.0709851,85102.294252470200000,85224.210046280900000,0.0709851,121.9076004,18.0666667,439.1229080,85.2242100,,,,,,,,,,,,,,,,,
,,1085.0000000,-0.142382860480026,3.7873645,121.907517903206000,121.836202689095000,0.0713152,85224.272851805700000,85346.046248970000000,0.0713152,121.7648875,18.0833333,438.6103297,85.3460462,,,,,,,,,,,,,,,,,
,,1086.0000000,-0.143041546166334,3.7908551,121.764805554974000,121.693161142929000,0.0716444,85346.109068425300000,85467.739410112900000,0.0716444,121.6215167,18.1000000,438.0953801,85.4677394,,,,,,,,,,,,,,,,,
,,1087.0000000,-0.143698488936542,3.7943458,121.621435391845000,121.549462653992000,0.0719727,85467.802243643900000,85589.288872766900000,0.0719727,121.4774899,18.1166667,437.5780656,85.5892889,,,,,,,,,,,,,,,,,
,,1088.0000000,-0.144353680786012,3.7978365,121.477409160741000,121.405108973206000,0.0723002,85589.351720519500000,85710.693981740100000,0.0723002,121.3328088,18.1333333,437.0583923,85.7106940,,,,,,,,,,,,,,,,,
,,1089.0000000,-0.145007113731436,3.8013271,121.332728616575000,121.260101859475000,0.0726268,85710.756843861000000,85831.954083599600000,0.0726268,121.1874751,18.1500000,436.5363667,85.8319541,,,,,,,,,,,,,,,,,
,,1090.0000000,-0.145658779810941,3.8048178,121.187395522234000,121.114443079664000,0.0729524,85832.016960235900000,85953.068526679200000,0.0729524,121.0414906,18.1666667,436.0119951,85.9530685,,,,,,,,,,,,,,,,,
,,1091.0000000,-0.146308671084181,3.8083084,121.041411648555000,120.968134408580000,0.0732772,85953.131417978900000,86074.036661087800000,0.0732772,120.8948572,18.1833333,435.4852839,86.0740367,,,,,,,,,,,,,,,,,
,,1092.0000000,-0.146956779632436,3.8117991,120.894778774307000,120.821177628947000,0.0736011,86074.099567199400000,86194.857838716800000,0.0736011,120.7475765,18.2000000,434.9562395,86.1948578,,,,,,,,,,,,,,,,,
,,1093.0000000,-0.147603097558708,3.8152897,120.747498686165000,120.673574531389000,0.0739242,86194.920759789400000,86315.531413248200000,0.0739242,120.5996504,18.2166667,434.4248683,86.3155314,,,,,,,,,,,,,,,,,
,,1094.0000000,-0.148247616987817,3.8187804,120.599573178689000,120.525326914401000,0.0742463,86315.594349431800000,86436.056740162600000,0.0742463,120.4510807,18.2333333,433.8911769,86.4360567,,,,,,,,,,,,,,,,,
,,1095.0000000,-0.148890330066496,3.8222711,120.451004054306000,120.376436584334000,0.0745675,86436.119691607800000,86556.433176746900000,0.0745675,120.3018691,18.2500000,433.3551717,86.5564332,,,,,,,,,,,,,,,,,
,,1096.0000000,-0.149531228963491,3.8257617,120.301793123284000,120.226905355371000,0.0748878,86556.496143604800000,86676.660082102300000,0.0748878,120.1520176,18.2666667,432.8168593,86.6766601,,,,,,,,,,,,,,,,,
,,1097.0000000,-0.150170305869651,3.8292524,120.151942203710000,120.076735049501000,0.0752072,86676.723064524700000,86796.736817151800000,0.0752072,120.0015279,18.2833333,432.2762462,86.7967368,,,,,,,,,,,,,,,,,
,,1098.0000000,-0.150807552998024,3.8327430,120.001453121470000,119.925927496503000,0.0755256,86796.799815291300000,86916.662744648300000,0.0755256,119.8504019,18.3000000,431.7333390,86.9166627,,,,,,,,,,,,,,,,,
,,1099.0000000,-0.151442962583956,3.8362337,119.850327710228000,119.774484533919000,0.0758432,86916.725758657900000,87036.437229182200000,0.0758432,119.6986414,18.3166667,431.1881443,87.0364372,,,,,,,,,,,,,,,,,
,,1100.0000000,-0.152076526885181,3.8397244,119.698567811398000,119.622408007034000,0.0761598,87036.500259215800000,87156.059637189200000,0.0761598,119.5462482,18.3333333,430.6406688,87.1560596,,,,,,,,,,,,,,,,,
,,1101.0000000,-0.152708238181918,3.8432150,119.546175274126000,119.469699768852000,0.0764755,87156.122683401100000,87275.529336958100000,0.0764755,119.3932243,18.3500000,430.0909192,87.2755293,,,,,,,,,,,,,,,,,
,,1102.0000000,-0.153338088776965,3.8467057,119.393151955268000,119.316361680075000,0.0767903,87275.592399503400000,87394.845698638200000,0.0767903,119.2395714,18.3666667,429.5389020,87.3948457,,,,,,,,,,,,,,,,,
,,1103.0000000,-0.153966070995791,3.8501963,119.239499719364000,119.162395609079000,0.0771041,87394.908777672600000,87514.008094247300000,0.0771041,119.0852915,18.3833333,428.9846242,87.5140081,,,,,,,,,,,,,,,,,
,,1104.0000000,-0.154592177186631,3.8536870,119.085220438619000,119.007803431893000,0.0774170,87514.071189927100000,87633.015897679100000,0.0774170,118.9303864,18.4000000,428.4280924,87.6330159,,,,,,,,,,,,,,,,,
,,1105.0000000,-0.155216399720578,3.8571776,118.930315992877000,118.852587032172000,0.0777290,87633.079010161400000,87751.868484711300000,0.0777290,118.7748581,18.4166667,427.8693133,87.7518685,,,,,,,,,,,,,,,,,
,,1106.0000000,-0.155838730991677,3.8606683,118.774788269599000,118.696748301181000,0.0780400,87751.931614153600000,87870.565233012500000,0.0780400,118.6187083,18.4333333,427.3082939,87.8705652,,,,,,,,,,,,,,,,,
,,1107.0000000,-0.156459163417019,3.8641590,118.618639163842000,118.540289137764000,0.0783500,87870.628379573000000,87989.105522150300000,0.0783500,118.4619391,18.4500000,426.7450409,87.9891055,,,,,,,,,,,,,,,,,
,,1108.0000000,-0.157077689436831,3.8676496,118.461870578234000,118.383211448327000,0.0786591,87989.168685987900000,88107.488733598600000,0.0786591,118.3045523,18.4666667,426.1795612,88.1074887,,,,,,,,,,,,,,,,,
,,1109.0000000,-0.157694301514567,3.8711403,118.304484422950000,118.225517146812000,0.0789673,88107.551914872900000,88225.714250745400000,0.0789673,118.1465499,18.4833333,425.6118617,88.2257143,,,,,,,,,,,,,,,,,
,,1110.0000000,-0.158308992137005,3.8746309,118.146482615690000,118.067208154675000,0.0792745,88225.777449616400000,88343.781458900100000,0.0792745,117.9879337,18.5000000,425.0419494,88.3437815,,,,,,,,,,,,,,,,,
,,1111.0000000,-0.158921753814332,3.8781216,117.987867081658000,117.908286400861000,0.0795807,88343.844675528600000,88461.689745300900000,0.0795807,117.8287057,18.5166667,424.4698310,88.4616897,,,,,,,,,,,,,,,,,
,,1112.0000000,-0.159532579080242,3.8816123,117.828639753532000,117.748753821781000,0.0798859,88461.752979848300000,88579.438499122700000,0.0798859,117.6688679,18.5333333,423.8955138,88.5794385,,,,,,,,,,,,,,,,,
,,1113.0000000,-0.160141460492022,3.8851029,117.668802571449000,117.588612361289000,0.0801902,88579.501751750900000,88697.027111484000000,0.0801902,117.5084222,18.5500000,423.3190045,88.6970271,,,,,,,,,,,,,,,,,
,,1114.0000000,-0.160748390630643,3.8885936,117.508357482973000,117.427863970658000,0.0804935,88697.090382355600000,88814.454975454700000,0.0804935,117.3473705,18.5666667,422.7403103,88.8144550,,,,,,,,,,,,,,,,,
,,1115.0000000,-0.161353362100853,3.8920842,117.347306443077000,117.266510608557000,0.0807958,88814.518264732900000,88931.721486063200000,0.0807958,117.1857148,18.5833333,422.1594382,88.9317215,,,,,,,,,,,,,,,,,
,,1116.0000000,-0.161956367531266,3.8955749,117.185651414118000,117.104554241026000,0.0810972,88931.784793912000000,89048.826040304300000,0.0810972,117.0234571,18.6000000,421.5763953,89.0488260,,,,,,,,,,,,,,,,,
,,1117.0000000,-0.162557399574451,3.8990655,117.023394365811000,116.941996841451000,0.0813975,89048.889366888000000,89165.768037145700000,0.0813975,116.8605993,18.6166667,420.9911886,89.1657680,,,,,,,,,,,,,,,,,
,,1118.0000000,-0.163156450907022,3.9025562,116.860537275206000,116.778840390544000,0.0816969,89165.831382629500000,89282.546877536300000,0.0816969,116.6971435,18.6333333,420.4038254,89.2825469,,,,,,,,,,,,,,,,,
,,1119.0000000,-0.163753514229728,3.9060469,116.697082126667000,116.615086876315000,0.0819953,89282.610242085700000,89399.161964412600000,0.0819953,116.5330916,18.6500000,419.8143128,89.3991620,,,,,,,,,,,,,,,,,
,,1120.0000000,-0.164348582267540,3.9095375,116.533030911842000,116.450738294047000,0.0822926,89399.225348194000000,89515.612702706600000,0.0822926,116.3684457,18.6666667,419.2226579,89.5156127,,,,,,,,,,,,,,,,,
,,1121.0000000,-0.164941647769743,3.9130282,116.368385629644000,116.285796646277000,0.0825890,89515.676105886800000,89631.898499352900000,0.0825890,116.2032077,18.6833333,418.6288679,89.6318985,,,,,,,,,,,,,,,,,
,,1122.0000000,-0.165532703510020,3.9165188,116.203148286224000,116.120263942767000,0.0828843,89631.961922099400000,89748.018763295700000,0.0828843,116.0373796,18.7000000,418.0329502,89.7480188,,,,,,,,,,,,,,,,,
,,1123.0000000,-0.166121742286544,3.9200095,116.037320894946000,115.954142200481000,0.0831787,89748.082205776600000,89863.972905496100000,0.0831787,115.8709635,18.7166667,417.4349119,89.8639729,,,,,,,,,,,,,,,,,
,,1124.0000000,-0.166708756922062,3.9235002,115.870905476364000,115.787433443559000,0.0834720,89864.036367880100000,89979.760338939700000,0.0834720,115.7039614,18.7333333,416.8347604,89.9797603,,,,,,,,,,,,,,,,,
,,1125.0000000,-0.167293740263988,3.9269908,115.703904058200000,115.620139703295000,0.0837644,89979.823821396000000,90095.380478643000000,0.0837644,115.5363753,18.7500000,416.2325029,90.0953805,,,,,,,,,,,,,,,,,
,,1126.0000000,-0.167876685184484,3.9304815,115.536318675310000,115.452263018110000,0.0840557,90095.443981341500000,90210.832741661100000,0.0840557,115.3682074,18.7666667,415.6281469,90.2108327,,,,,,,,,,,,,,,,,
,,1127.0000000,-0.168457584580549,3.9339721,115.368151369672000,115.283805433530000,0.0843459,90210.896264772300000,90326.116547094700000,0.0843459,115.1994595,18.7833333,415.0216996,90.3261165,,,,,,,,,,,,,,,,,
,,1128.0000000,-0.169036431374107,3.9374628,115.199404190351000,115.114769002156000,0.0846352,90326.180090789600000,90441.231316096800000,0.0846352,115.0301338,18.8000000,414.4131684,90.4412313,,,,,,,,,,,,,,,,,
,,1129.0000000,-0.169613218512095,3.9409535,115.030079193476000,114.945155783643000,0.0849234,90441.294880547100000,90556.176471880500000,0.0849234,114.8602324,18.8166667,413.8025608,90.5561765,,,,,,,,,,,,,,,,,
,,1130.0000000,-0.170187938966541,3.9444441,114.860178442221000,114.774967844677000,0.0852106,90556.240057258300000,90670.951439725100000,0.0852106,114.6897572,18.8333333,413.1898842,90.6709514,,,,,,,,,,,,,,,,,
,,1131.0000000,-0.170760585734659,3.9479348,114.689704006772000,114.604207258942000,0.0854967,90671.015046203400000,90785.555646984100000,0.0854967,114.5187105,18.8500000,412.5751461,90.7855556,,,,,,,,,,,,,,,,,
,,1132.0000000,-0.171331151838929,3.9514254,114.518657964307000,114.432876107103000,0.0857819,90785.619274736100000,90899.988523091200000,0.0857819,114.3470942,18.8666667,411.9583540,90.8999885,,,,,,,,,,,,,,,,,
,,1133.0000000,-0.171899630327182,3.9549161,114.347042398967000,114.260976476776000,0.0860659,90900.052172291000000,91014.249499568000000,0.0860659,114.1749106,18.8833333,411.3395153,91.0142495,,,,,,,,,,,,,,,,,
,,1134.0000000,-0.172466014272688,3.9584067,114.174859401834000,114.088510462503000,0.0863489,91014.313170390000000,91128.338010030500000,0.0863489,114.0021615,18.9000000,410.7186377,91.1283380,,,,,,,,,,,,,,,,,
,,1135.0000000,-0.173030296774237,3.9618974,114.002111070903000,113.915480165729000,0.0866309,91128.401702650000000,91242.253490196200000,0.0866309,113.8288493,18.9166667,410.0957286,91.2422535,,,,,,,,,,,,,,,,,
,,1136.0000000,-0.173592470956225,3.9653881,113.828799511059000,113.741887694773000,0.0869118,91242.317204788800000,91355.995377891000000,0.0869118,113.6549759,18.9333333,409.4707957,91.3559954,,,,,,,,,,,,,,,,,
,,1137.0000000,-0.174152529968737,3.9688787,113.654926834047000,113.567735164804000,0.0871917,91356.059114633000000,91469.563113055800000,0.0871917,113.4805435,18.9500000,408.8438466,91.4695631,,,,,,,,,,,,,,,,,
,,1138.0000000,-0.174710466987630,3.9723694,113.480495158453000,113.393024697817000,0.0874705,91469.626872124000000,91582.956137753600000,0.0874705,113.3055542,18.9666667,408.2148889,91.5829561,,,,,,,,,,,,,,,,,
,,1139.0000000,-0.175266275214618,3.9758600,113.305506609670000,113.217758422602000,0.0877482,91583.019919325400000,91696.173896176200000,0.0877482,113.1300102,18.9833333,407.5839303,91.6961739,,,,,,,,,,,,,,,,,
,,1140.0000000,-0.175819947877353,3.9793507,113.129963319878000,113.041938474725000,0.0880248,91696.237700429600000,91809.215834650900000,0.0880248,112.9539136,19.0000000,406.9509785,91.8092158,,,,,,,,,,,,,,,,,
,,1141.0000000,-0.176371478229509,3.9828414,112.953867428019000,112.865566996495000,0.0883004,91809.279661764400000,91922.081401647400000,0.0883004,112.7772666,19.0166667,406.3160412,91.9220814,,,,,,,,,,,,,,,,,
,,1142.0000000,-0.176920859550863,3.9863320,112.777221079763000,112.688646136944000,0.0885749,91922.145251800000000,92034.770047784300000,0.0885749,112.6000712,19.0333333,405.6791261,92.0347700,,,,,,,,,,,,,,,,,
,,1143.0000000,-0.177468085147375,3.9898227,112.600026427492000,112.511178051797000,0.0888484,92034.833921155800000,92147.281225836100000,0.0888484,112.4223297,19.0500000,405.0402410,92.1472812,,,,,,,,,,,,,,,,,
,,1144.0000000,-0.178013148351275,3.9933133,112.422285630266000,112.333164903446000,0.0891207,92147.345122606600000,92259.614390739600000,0.0891207,112.2440442,19.0666667,404.3993937,92.2596144,,,,,,,,,,,,,,,,,
,,1145.0000000,-0.178556042521140,3.9968040,112.244000853801000,112.154608860924000,0.0893920,92259.678311089900000,92371.768999600500000,0.0893920,112.0652169,19.0833333,403.7565919,92.3717690,,,,,,,,,,,,,,,,,
,,1146.0000000,-0.179096761041976,4.0002946,112.065174270441000,111.975512099882000,0.0896622,92371.832943711900000,92483.744511700400000,0.0896622,111.8858499,19.1000000,403.1118436,92.4837445,,,,,,,,,,,,,,,,,
,,1147.0000000,-0.179635297325298,4.0037853,111.885808059130000,111.795876802557000,0.0899313,92483.808479754700000,92595.540388503000000,0.0899313,111.7059455,19.1166667,402.4651565,92.5955404,,,,,,,,,,,,,,,,,
,,1148.0000000,-0.180171644809212,4.0072760,111.705904405390000,111.615705157748000,0.0901992,92595.604380682600000,92707.156093660700000,0.0901992,111.5255059,19.1333333,401.8165386,92.7071561,,,,,,,,,,,,,,,,,
,,1149.0000000,-0.180705796958493,4.0107666,111.525465501290000,111.434999360789000,0.0904661,92707.220110148600000,92818.591093021500000,0.0904661,111.3445332,19.1500000,401.1659977,92.8185911,,,,,,,,,,,,,,,,,
,,1150.0000000,-0.181237747264664,4.0142573,111.344493545421000,111.253761613525000,0.0907319,92818.655134001200000,92929.844854635000000,0.0907319,111.1630297,19.1666667,400.5135418,92.9298449,,,,,,,,,,,,,,,,,
,,1151.0000000,-0.181767489246081,4.0177479,111.162990742869000,111.071994124279000,0.0909966,92929.908920290500000,93040.916848759300000,0.0909966,110.9809975,19.1833333,399.8591788,93.0409168,,,,,,,,,,,,,,,,,
,,1152.0000000,-0.182295016448003,4.0212386,110.980959305189000,110.889699107831000,0.0912602,93040.980939275100000,93151.806547867100000,0.0912602,110.7984389,19.2000000,399.2029168,93.1518065,,,,,,,,,,,,,,,,,
,,1153.0000000,-0.182820322442679,4.0247293,110.798401450376000,110.706878785388000,0.0915227,93151.870663428400000,93262.513426652500000,0.0915227,110.6153561,19.2166667,398.5447636,93.2625134,,,,,,,,,,,,,,,,,
,,1154.0000000,-0.183343400829420,4.0282199,110.615319402840000,110.523535384559000,0.0917840,93262.577567444900000,93373.036962037100000,0.0917840,110.4317514,19.2333333,397.8847274,93.3730370,,,,,,,,,,,,,,,,,
,,1155.0000000,-0.183864245234682,4.0317106,110.431715393378000,110.339671139324000,0.0920443,93373.101128246700000,93483.376633176400000,0.0920443,110.2476269,19.2500000,397.2228161,93.4833766,,,,,,,,,,,,,,,,,
,,1156.0000000,-0.184382849312139,4.0352012,110.247591659147000,110.155288290012000,0.0923034,93483.440824990000000,93593.531921466400000,0.0923034,110.0629849,19.2666667,396.5590378,93.5935319,,,,,,,,,,,,,,,,,
,,1157.0000000,-0.184899206742766,4.0386919,110.062950443636000,109.970389083269000,0.0925614,93593.596139071200000,93703.502310549700000,0.0925614,109.8778277,19.2833333,395.8934007,93.7035023,,,,,,,,,,,,,,,,,
,,1158.0000000,-0.185413311234909,4.0421825,109.877793996641000,109.784975772034000,0.0928182,93703.566554133400000,93813.287286321700000,0.0928182,109.6921575,19.3000000,395.2259128,93.8132873,,,,,,,,,,,,,,,,,
,,1159.0000000,-0.185925156524367,4.0456732,109.692124574234000,109.599050615510000,0.0930740,93813.351556072600000,93922.886336937300000,0.0930740,109.5059767,19.3166667,394.5565822,93.9228863,,,,,,,,,,,,,,,,,
,,1160.0000000,-0.186434736374468,4.0491639,109.505944438739000,109.412615879135000,0.0933286,93922.950633044100000,94032.298952816400000,0.0933286,109.3192873,19.3333333,393.8854172,94.0322990,,,,,,,,,,,,,,,,,
,,1161.0000000,-0.186942044576141,4.0526545,109.319255858702000,109.225673834559000,0.0935820,94032.363275468500000,94141.524626650900000,0.0935820,109.1320918,19.3500000,393.2124258,94.1415246,,,,,,,,,,,,,,,,,
